distance_m,synthterrain_height_m,estimated_q10_m,estimated_q50_m,estimated_q90_m
3.5999999999999988,-1.0252739978403769,-1.0573348863722594,-0.8698240026488402,-0.6485545470293919
3.799999999999999,-0.9989872761866015,-1.0297866784993301,-0.8473138026076215,-0.6313050250689428
3.999999999999999,-0.971346545682378,-1.002238470626401,-0.8248036025664027,-0.614055556506635
4.199999999999999,-0.9425553381859488,-0.9723531329067517,-0.800258185769155,-0.5951526145001745
4.3999999999999995,-0.9125084805451601,-0.9424679019833853,-0.7757128223700486,-0.576249672493714
4.6,-0.8814441102523891,-0.911662514289806,-0.7503425644847393,-0.556660510973906
4.8,-0.8492529030401272,-0.8799370766222965,-0.7241475189095097,-0.5363850765426091
5.0,-0.8162092578249376,-0.8482116389547869,-0.6979524199361389,-0.5161096421113123
5.2,-0.7821981375274989,-0.8151855293624374,-0.6705371734349499,-0.4947839196395492
5.4,-0.7475307300185958,-0.782159419770088,-0.643121926933761,-0.4734582505659274
5.6000000000000005,-0.7120840358922141,-0.7487677465026643,-0.6153288885831492,-0.45178624114808547
5.800000000000001,-0.6762053274192193,-0.7150104561620252,-0.5871580049849731,-0.4297679447841647
6.000000000000001,-0.6397607773105497,-0.6812531658213863,-0.5589871747849382,-0.4077496751193146
6.200000000000001,-0.6031317603926659,-0.647348603407149,-0.5305479121287835,-0.38542303118868115
6.400000000000001,-0.566170285430278,-0.6134440409929116,-0.5021086494726288,-0.36309638725804777
6.600000000000001,-0.5292885908296261,-0.5797562216340535,-0.4737828044685128,-0.3408150516502744
6.800000000000002,-0.4923209270514076,-0.5462850385342919,-0.445570270320153,-0.31857902436536123
7.000000000000002,-0.4557059881037672,-0.5128138554345304,-0.4173577361717933,-0.2963429703813774
7.200000000000002,-0.41925667815272427,-0.48033454280869514,-0.38985809390834075,-0.2745974050239481
7.400000000000002,-0.3834327237548538,-0.44785525688193095,-0.36235845164488867,-0.25285181296744835
7.600000000000002,-0.3480223977884134,-0.41613051339025775,-0.3354450942734135,-0.23154424586371397
7.8000000000000025,-0.31350023379123476,-0.3851603657318172,-0.30911807519205703,-0.21067473041181592
8.000000000000004,-0.2796271949295748,-0.35419021807337636,-0.2827910294116296,-0.1898052016103823
8.2,-0.2468858529716706,-0.32518763172598747,-0.25805287202350036,-0.17016779486994535
8.399999999999999,-0.2150080728132254,-0.29618504537859786,-0.2333147146353704,-0.15053038812950784
8.599999999999998,-0.18447744282708584,-0.26835825940270885,-0.2095496449249784,-0.13166511851170715
8.799999999999999,-0.15499606732115592,-0.24170732719646193,-0.18675768959139497,-0.11357195931747256
9.0,-0.12704157957281492,-0.2150564083397501,-0.16396573425781136,-0.0954788067980055
9.2,-0.10028695342555682,-0.19105506520381288,-0.14340572778219857,-0.07918575234382697
9.399999999999999,-0.07519724094183779,-0.16705373541741075,-0.1228457213065856,-0.0628926978896483
9.6,-0.05141828676291218,-0.1444792440141133,-0.1035042670893204,-0.047594754509093846
9.8,-0.029396550621104356,-0.12333161769299159,-0.08538137847993867,-0.03329191886478006
10.0,-0.008754102086900062,-0.10218398469710221,-0.06725848319578927,-0.018989083220466264
10.2,0.01008636121877764,-0.08399747887717543,-0.051692584605002485,-0.006795061571893551
10.4,0.02752195357264549,-0.06581097973201631,-0.0361266860142157,0.005398960493852138
10.600000000000001,0.04315789786571436,-0.0491113918788809,-0.02185649165243973,0.016515938295802862
10.8,0.05740486873490585,-0.03389871531776922,-0.008882003188366475,0.026555871833958623
11.0,0.06989905128381879,-0.018686038756657537,0.004092484024187844,0.03659580537211438
11.200000000000001,0.08105830211931386,-0.006371726531223577,0.014522302004897273,0.04450742416364426
11.400000000000002,0.0905516560896208,0.00594258652855634,0.024952122071471596,0.052419046292557975
11.600000000000001,0.09879734559377958,0.016884253643843904,0.034169410520125225,0.059311891959117194
11.8,0.10549801673562963,0.026453272311601078,0.04217416901954993,0.06518596783808947
12.000000000000002,0.11106539402411342,0.036022292648050146,0.050178930856358446,0.07106003704229408
12.200000000000003,0.11523545697284433,0.04306300444252926,0.05593953902253459,0.07504307114664269
12.400000000000002,0.1184068068279185,0.050103716237008246,0.06170015052609444,0.07902609857622357
12.600000000000001,0.12034757346514799,0.05601284799571848,0.06645283873951113,0.08215888742680555
12.800000000000002,0.12143720320987074,0.06079038636912461,0.07019761033755229,0.08444143102362096
13.000000000000004,0.12147405600408535,0.06556793141729841,0.07394238193559345,0.08672397462043638
13.200000000000003,0.12081323846473925,0.0683788562966609,0.07593184315932916,0.08752748315106411
13.399999999999999,0.11928086987117312,0.07118978117602338,0.07792131105783251,0.0883309916816918
13.599999999999998,0.11720357418151472,0.07317308158921113,0.07917180207942233,0.08851431417540914
13.799999999999999,0.1144323997726967,0.07432875753622403,0.07968332957363389,0.08807745063221603
14.0,0.11126250461627638,0.07548444015800461,0.0801948637426131,0.08764058708902295
14.2,0.10756685816154814,0.07529558428189911,0.07950803682540873,0.08620600597543518
14.399999999999999,0.10360736747495897,0.0751067284057936,0.07882120990820435,0.08477141818707977
14.6,0.09927589895139902,0.0743938565451891,0.0776695922199273,0.08295527398034254
14.8,0.09480048685770853,0.0731569620253179,0.07605318376057753,0.08075756668045583
15.0,0.09008898822203852,0.07192006750544673,0.07443676862646012,0.07855985938056913
